population	pdb_id	receptor_name	chain_id	experimental_method	resolution	original_activation_state	original_ligand_type	fusion_protein	fusion_names	cif_title	emdb_ids	em_sample_name	em_particles	citation_title	citation_doi	provenance_status	state_status	final_eligibility	reason	evidence_url	local_evidence	paired_full_complex_pdb	paired_full_complex_particles	exact_particle_count_match_to_full_complex	paired_full_complex_title	pair_evidence_note
ligand_permissive_58	8IYX	gpr34_human	C	Electron microscopy	3.34	active	agonist	False		Cryo-EM structure of the GPR34 receptor in complex with the antagonist YL-365	EMD-35832	Cryo-EM structure of the GPR34 receptor in complex with the antagonist YL-365	3266074	Cryo-EM structures of human GPR34 enable the identification of selective antagonists.	10.1073/pnas.2308435120	exclude_inactive_state	inactive	False	Antagonist YL-365-bound GPR34 structure; primary publication explicitly describes it as inactive.	https://doi.org/10.1073/pnas.2308435120	Deposited mmCIF _struct.title/_em_entity_assembly.name/_em_3d_reconstruction.num_particles where available					
ligand_permissive_58	8JPF	ntr1_human	R	Electron microscopy	3.02	active	agonist	False		Focused refiment structure of NTSR1 in NTSR1-GRK2-Galpha(q) complexes	EMD-36478	Focused refiment structure of NTSR1 in NTSR1-GRK2-Galpha(q) complexes	474232	GPCR activation and GRK2 assembly by a biased intracellular agonist.	10.1038/s41586-023-06395-9	exclude_transducer_conditioned_focus	active	False	PDB title explicitly says focused refinement of NTSR1 in NTSR1-GRK2-Galpha(q) complexes.	https://www.rcsb.org/structure/8JPF	Deposited mmCIF _struct.title/_em_entity_assembly.name/_em_3d_reconstruction.num_particles where available					
ligand_permissive_58	8K5B	hcar2_human	A	Electron microscopy	3.43	active	agonist	False		Cryo-EM structure of niacin bound human hydroxy-carboxylic acid receptor 2 (Local refinement)	EMD-36900	Niacin bound human hydroxy-carboxylic acid receptor 2	291411	Structural basis for ligand recognition and signaling of hydroxy-carboxylic acid receptor 2.	10.1038/s41467-023-42764-8	exclude_transducer_conditioned_focus	active	False	PDB title says local refinement; source paper reports three ligand-bound HCAR2-Gi signaling complexes.	https://doi.org/10.1038/s41467-023-42764-8	Deposited mmCIF _struct.title/_em_entity_assembly.name/_em_3d_reconstruction.num_particles where available					
ligand_permissive_58	8K5C	hcar2_human	A	Electron microscopy	3.13	active	agonist	False		Cryo-EM structure of Acipimox bound human hydroxy-carboxylic acid receptor 2 (Local refinement)	EMD-36901	Acipimox bound human hydroxy-carboxylic acid receptor 2	228127	Structural basis for ligand recognition and signaling of hydroxy-carboxylic acid receptor 2.	10.1038/s41467-023-42764-8	exclude_transducer_conditioned_focus	active	False	Local HCAR2 refinement; particle count matches full HCAR2-Gi entry 8I7V.	https://doi.org/10.1038/s41467-023-42764-8	Deposited mmCIF _struct.title/_em_entity_assembly.name/_em_3d_reconstruction.num_particles where available	8I7V	228127	True	Cryo-EM structure of Acipimox bound human hydroxy-carboxylic acid receptor 2 in complex with Gi heterotrimer	HCAR2 local vs Gi complex
ligand_permissive_58	8K5D	hcar2_human	A	Electron microscopy	3.74	active	agonist	False		Cryo-EM structure of GSK256073 bound human hydroxy-carboxylic acid receptor 2 (Local refinement)	EMD-36902	GSK256073 bound human hydroxy-carboxylic acid receptor 2	153633	Structural basis for ligand recognition and signaling of hydroxy-carboxylic acid receptor 2.	10.1038/s41467-023-42764-8	exclude_transducer_conditioned_focus	active	False	Local HCAR2 refinement; particle count matches full HCAR2-Gi entry 8I7W.	https://doi.org/10.1038/s41467-023-42764-8	Deposited mmCIF _struct.title/_em_entity_assembly.name/_em_3d_reconstruction.num_particles where available	8I7W	153633	True	Cryo-EM structure of GSK256073 bound human hydroxy-carboxylic acid receptor 2 in complex with Gi heterotrimer	HCAR2 local vs Gi complex
ligand_permissive_58	8W8S	gp101_human	R	Electron microscopy	3.3	active	agonist	False		Cryo-EM structure of the AA14-bound GPR101 complex	EMD-37358	Cryo-EM structure of the AA14-bound GPR101-Gs complex	3646024	Structure of GPR101-Gs enables identification of ligands with rejuvenating potential.	10.1038/s41589-023-01456-6	exclude_transducer_conditioned_focus	active	False	Locally refined AA14-GPR101 receptor model; particle count matches AA14-GPR101-Gs entry 8W8R.	https://doi.org/10.1038/s41589-023-01456-6	Deposited mmCIF _struct.title/_em_entity_assembly.name/_em_3d_reconstruction.num_particles where available	8W8R	3646024	True	Cryo-EM structure of the AA-14-bound GPR101-Gs complex	GPR101 receptor-focused vs Gs complex
ligand_permissive_58	8WCC	taar1_mouse	R	Electron microscopy	3.04	active	agonist	False		Cryo-EM structure of the CHA-bound mTAAR1 complex	EMD-37438	Cryo-EM structure of the CHA-bound mTAAR1 complex	296951	Structural and signaling mechanisms of TAAR1 enabled preferential agonist design.	10.1016/j.cell.2023.10.014	exclude_transducer_conditioned_focus	active	False	CHA-mTAAR1 receptor reconstruction has the same 296,951 particles as CHA-mTAAR1-Gq entry 8WCB.	https://www.rcsb.org/structure/8WCC	Deposited mmCIF _struct.title/_em_entity_assembly.name/_em_3d_reconstruction.num_particles where available	8WCB	296951	True	Cryo-EM structure of the CHA-bound mTAAR1-Gq complex	TAAR1 receptor-focused vs Gq complex
ligand_permissive_58	8XBG	gpr34_human	A	Electron microscopy	3.43	active	agonist	False		Human GPR34 -Gi complex bound to S3E-LysoPS, receptor focused	EMD-38217	Human GPR34-Gi complex bound to S3E-LysoPS, receptor focused	79925	Structural basis for lysophosphatidylserine recognition by GPR34.	10.1038/s41467-024-45046-z	exclude_transducer_conditioned_focus	active	False	PDB title explicitly identifies GPR34-Gi complex receptor-focused; particle count matches full complex 8XBE.	https://www.rcsb.org/structure/8XBG	Deposited mmCIF _struct.title/_em_entity_assembly.name/_em_3d_reconstruction.num_particles where available	8XBE	79925	True	Human GPR34 -Gi complex bound to S3E-LysoPS	GPR34 receptor-focused vs Gi complex
ligand_permissive_58	8XBI	gpr34_human	R	Electron microscopy	3.06	active	agonist	False		Human GPR34 -Gi complex bound to M1, receptor focused	EMD-38219	Human GPR34-Gi complex bound to M1,receptor focused	236096	Structural basis for lysophosphatidylserine recognition by GPR34.	10.1038/s41467-024-45046-z	exclude_transducer_conditioned_focus	active	False	PDB title explicitly identifies GPR34-Gi complex receptor-focused; particle count matches full complex 8XBH.	https://www.rcsb.org/structure/8XBI	Deposited mmCIF _struct.title/_em_entity_assembly.name/_em_3d_reconstruction.num_particles where available	8XBH	236096	True	Human GPR34 -Gi complex bound to M1	GPR34 receptor-focused vs Gi complex
ligand_permissive_58	8ZRT	ednrb_human	R	Electron microscopy	3.62	active	agonist	False		Cryo-EM structure focused on the receptor of the ET-1 bound ETBR-DNGI complex	EMD-60404	ET-1 BOUND ETBR COMPLEX	401671	Structure of endothelin ET B receptor-G i complex in a conformation stabilized by unique NPxxL motif.	10.1038/s42003-024-06905-z	exclude_transducer_conditioned_focus	active	False	PDB title explicitly says receptor-focused ET-1-bound ETBR-DNGI complex.	https://www.rcsb.org/structure/8ZRT	Deposited mmCIF _struct.title/_em_entity_assembly.name/_em_3d_reconstruction.num_particles where available					
